er,fr
We can see a lot of stars at night in summer.,Nous pouvons voir beaucoup d'étoiles dans le ciel l'été.
We have much rain in summer but on the other hand we have little rain in winter.,"Nous avons beaucoup de pluie en été mais en revanche, peu en hiver."
"In summer, we used to go swimming in the river.",En été nous avions l'habitude d'aller nager dans la rivière.
"In summer, they used to play on the beach all day long.","En été, ils avaient l'habitude de jouer sur la plage toute la journée."
"In summer, they used to play on the beach all day long.","En été, ils jouaient sur la plage toute la journée."
"In the summer, people go to the seaside.","En été, les gens se rendent au bord de la mer."
"In the summer, people go to the seaside.","En été, les gens se rendent en bord de mer."
I often go swimming at the beach in the summer.,Je vais souvent nager à la plage en été.
It gets hot and humid in summer.,Il fait chaud et humide l'été.
"Which do you like better, summer or winter?",Que préférez-vous ? L'été ou bien l'hiver ?
What do you associate with summer?,Qu'associes-tu à l'été ?
Summer has come.,L'été est venu.
"When summer is over, the days grow shorter and shorter.","Lorsque l'été est fini, les jours raccourcissent de plus en plus."
Mr. Kato teaches us English.,M. Kato nous enseigne l'anglais.
"Mr Kato, who lives in Paris, misses his family left at home.","M. Kato qui habite en ce moment Paris, s'ennuie de sa famille qu'il a laissée chez lui."
Kato's class consists of forty boys and girls.,La classe de Kato regroupe quarante filles et garçons.
Allow me to introduce Mr Kato to you.,Permettez-moi de vous présenter Monsieur Kato.
I live in Kakogawa.,J'habite à Kakogawa.
Some stores discount the price.,Quelques magasins baissent les prix.
The prices are subject to change without notice.,Les prix sont sujets à changement sans préavis.
The price reflects the demand.,Le prix reflète la demande.
The price varies with demand.,Le prix varie avec la demande.
Price depends on costs and demand.,Le prix dépend des coûts et de la demande.
What is the price?,C'est à quel prix ?
Demand for imported cars is increasing due to lower prices.,La demande pour les voitures importées augmente du fait de prix plus faibles.
Who do you think you are?,Pour qui tu te prends ?
Who do you think you are?,Pour qui vous prenez-vous ?
"There are several flowers. One is red, another is white, and the others are yellow.","Il y a plusieurs fleurs. L'une est rouge, une autre est blanche et les autres sont jaunes."
Hundreds of people work in this factory.,Des centaines de personnes travaillent dans cette usine.
Hundreds of people were waiting outside the ticket office.,Des centaines de personnes attendaient devant le point de vente de tickets.
We shot pheasants by the hundred.,Nous abattîmes des faisans par centaines.
Hundreds of people were on the spot.,Des centaines de personnes se trouvaient sur place.
Hundreds of buffaloes moved toward the lake.,Des centaines de bœufs se sont dirigés vers le lac.
I saw some monkeys climbing the tree.,J'ai vu des singes grimper à l'arbre.
What number bus do I take?,Quel est le numéro du bus que je dois prendre ?
For how many nights?,Pour combien de nuits ?
"After a couple of drinks, the guy was feeling no pain.",Après quelques verres le type n'avait plus mal.
I haven't seen him for years.,Ça fait des années que je ne l'ai pas vu.
I haven't seen him for years.,Je ne l'ai plus vu depuis des années.
Years of farm work have hardened his body.,Des années de travail agricole ont durci son corps.
For years the picture passed as a genuine Rembrandt.,Pendant des années le tableau fut considéré comme un Rembrandt authentique.
I wonder if she will recognize me after all those years.,Je me demande si elle me reconnaîtra après toutes ces années.
How long have you been studying English?,Combien de temps avez-vous étudié l'anglais ?
How long are you going to stay?,Combien de temps comptes-tu rester ?
Can you hike for days in the wilderness without seeing anyone?,Pouvez-vous marcher durant des jours dans la nature sans voir personne ?
It snowed for many days together.,Il neigea pour plusieurs jours de suite.
How long are you going to stay here?,Vous restez pour combien de temps ?
How many days does it usually take to get there?,"Combien de jours faut-il pour y aller, d'habitude ?"
About how many days will it take to get there?,Combien de jours environ faut-il pour arriver là-bas ?
How long will it take?,Combien de temps faudra-t-il ?
How long will it take?,Combien de temps cela prendra-t-il ?
"Having heard it so many times, I can recite the poem by heart now.","Pour l'avoir entendu tant de fois, je peux maintenant réciter le poème par cœur."
"Having failed many times, he never gave up the plan.","Ayant échoué à de nombreuses reprises, il n'abandonna pourtant jamais le plan."
Many times have I scolded him.,Je l'ai réprimandé plusieurs fois.
"After several delays, the plane finally left.","Après plusieurs retardements, l'avion finit par décoller."
I've seen one many times.,J'en ai vu un plusieurs fois.
Many animals that lived thousands of years ago are now extinct.,De nombreux animaux qui vivaient il y a des milliers d'années ont désormais disparu.
Thousands of people were milling around in the square.,La place grouillait de milliers de personnes.
Thousands of people gathered there.,Des milliers de personnes se rassemblèrent là.
Thousands of people wanted to know the answer.,Des milliers de personnes voulaient connaître la réponse.
Thousands of foreigners visit Japan every year.,Des milliers d'étrangers visitent le Japon chaque année.
Thousands of stars shone in the heavens.,Des milliers d'étoiles brillaient dans les cieux.
Thousands of people were there.,Des milliers de gens étaient présents.
Thousands of people were there.,Des milliers de gens étaient là.
Thousands of people visited the city.,Des milliers de personnes visitèrent la ville.
Some boats are on the lake.,Quelques bateaux sont sur le lac.
"As the centuries went by and England became more crowded, the people found their food supply a great problem.","Au fur et à mesure que les siècles passaient et plus l'Angleterre se peuplait, le peuple constata que son approvisionnement devenait un grand problème."
How many people are in this room?,Combien y a-t-il de personnes dans cette pièce ?
How many children do you have?,Combien avez-vous d'enfants ?
How many children do you have?,Combien d'enfants avez-vous ?
How many children do you have?,Combien d'enfants avez-vous ?
How many children do you have?,Combien d'enfants as-tu ?
How many people?,Combien de personnes ?
Some were late.,Certaines personnes étaient en retard.
Some brave passengers caught the pickpocket and turned him over to the police.,Quelques braves passagers ont attrapé le pickpocket et l'ont remis aux policiers.
Some boys came into the classroom.,Quelques garçons entrèrent dans la classe.
"Some children brought peanut butter sandwiches, some ham, and others cheese.","Quelques enfants ont emmené des sandwiches au beurre de cacahuètes, d'autres des sandwiches au jambon ou au fromage."
Some of the drivers were laughing and yelling.,Certains des conducteurs riaient et criaient.
I can see some people walking across the street.,Je peux voir des personnes traverser la rue.
Somebody caught me by the arm.,Quelqu'un me saisit par le bras.
Some were playing tennis on the court.,Certains étaient en train de jouer au tennis sur le court de tennis.
Where can I buy a ticket?,Où puis-je acheter un billet ?
Where can I buy a ticket?,Où puis-je faire l'acquisition d'un billet ?
You may sit wherever you like.,Tu peux t'asseoir où tu veux.
Dozens of young people attended the demonstration.,Des dizaines de jeunes ont assisté à la manifestation.
It rained after it had been dry for many weeks.,Il a plu après plusieurs semaines de beau temps.
Somebody had drowned her in the bathtub.,Quelqu'un l'a noyée dans la baignoire.
Somebody had drowned her in the bathtub.,On l'a noyée dans la baignoire.
What time does it close?,À quelle heure ça ferme ?
What time does it close?,À quelle heure ferme-t-il ?
He had been walking for hours.,Il avait marché durant des heures.
He had been walking for hours.,Ça faisait des heures qu'il marchait.
I felt tired from having worked for hours.,Je suis fatigué d'avoir travaillé pendant des heures.
I gazed at the sea for hours.,J'ai contemplé la mer pendant des heures.
It rained for hours and hours.,Il plut des heures durant.
"I have tried for hours to remember where I put my keys, but it has completely escaped me.","J'ai essayé pendant des heures de me rappeler où j'avais mis mes clefs, mais cela m'a complètement échappé."
What time does it open?,Ça ouvre à quelle heure ?
What time does it open?,À quelle heure est-ce que ça ouvre ?
What time does it open?,À quelle heure cela ouvre-t-il ?
